symbol,strategy,date,year,imm_ret,imm_r,imm_bars,imm_exit,imm_risk,waited,trigger,zone,chain_ret,chain_r,reentries,wait_bars,w_risk,w_ret,w_r,w_bars,w_exit,wflat_ret,wflat_r
360ONE,S1,2026-01-02,2026,-7.000000000000004,-1.0,11,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S1,2026-01-05,2026,-7.0000000000000115,-1.0,10,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S1,2026-01-06,2026,-7.000000000000013,-1.0,9,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S1,2026-01-07,2026,-7.000000000000009,-1.0,8,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S1,2026-01-16,2026,-7.000000000000013,-1.0,2,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-01-10,2025,-7.000000000000006,-1.0,11,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-01-14,2025,-7.0000000000000036,-1.0,7,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-01-15,2025,-7.000000000000002,-1.0,4,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-01-16,2025,-7.000000000000013,-1.0,6,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-01-17,2025,-6.999999999999998,-1.0,2,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-01-21,2025,-7.000000000000002,-1.0,3,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-01-22,2025,-7.000000000000014,-1.0,2,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-01-23,2025,-7.000000000000011,-1.0,1,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-01-24,2025,-7.000000000000004,-1.0,1,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-02-25,2025,-7.000000000000002,-1.0,7,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-05-14,2025,21.00000000000002,3.0000000000000018,35,target,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-05-16,2025,21.000000000000007,2.9999999999999982,34,target,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-05-20,2025,21.00000000000001,3.0,31,target,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-05-22,2025,21.00000000000003,3.0,29,target,7.000000000000001,True,A_cross_then_IB,M10,4.743533537921956,0.38648999573146375,0.0,16.0,12.273366944322667,4.743533537921956,0.38648999573146375,18.0,ema10,-7.0000000000000036,-1.0000000000000004
360ONE,S3,2025-05-27,2025,21.000000000000036,3.0000000000000018,27,target,7.000000000000001,True,A_cross_then_IB,M10,4.743533537921956,0.38648999573146375,0.0,13.0,12.273366944322667,4.743533537921956,0.38648999573146375,18.0,ema10,-7.0000000000000036,-1.0000000000000004
360ONE,S3,2025-05-30,2025,21.000000000000004,3.0,23,target,7.000000000000001,True,A_cross_then_IB,M10,4.743533537921956,0.38648999573146375,0.0,10.0,12.273366944322667,4.743533537921956,0.38648999573146375,18.0,ema10,-7.0000000000000036,-1.0000000000000004
360ONE,S3,2025-06-02,2025,21.00000000000002,2.9999999999999982,22,target,7.000000000000001,True,A_cross_then_IB,M10,4.743533537921956,0.38648999573146375,0.0,9.0,12.273366944322667,4.743533537921956,0.38648999573146375,18.0,ema10,-7.0000000000000036,-1.0000000000000004
360ONE,S3,2025-06-03,2025,21.000000000000018,2.9999999999999982,22,target,7.000000000000001,True,A_cross_then_IB,M10,4.743533537921956,0.38648999573146375,0.0,8.0,12.273366944322667,4.743533537921956,0.38648999573146375,18.0,ema10,-7.0000000000000036,-1.0000000000000004
360ONE,S3,2025-07-22,2025,-7.000000000000001,-1.0,6,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-07-23,2025,-7.000000000000013,-1.0,5,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-07-24,2025,-7.000000000000008,-1.0,43,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-07-29,2025,4.348236181852472,0.6211765974074955,119,timeout,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-08-05,2025,7.333459500378502,1.0476370714826415,119,timeout,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-08-07,2025,6.4921365554277,0.927448079346813,119,timeout,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-08-18,2025,-7.000000000000002,-1.0,27,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-08-19,2025,-6.9999999999999964,-1.0,6,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-08-20,2025,-7.000000000000011,-1.0,23,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-08-21,2025,-7.000000000000002,-1.0,24,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-08-22,2025,-7.000000000000002,-1.0,3,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-08-25,2025,-7.000000000000004,-1.0,20,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-08-26,2025,7.979691541335372,1.1399559344764802,119,timeout,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-09-10,2025,2.260902469019023,0.32298606700271726,119,timeout,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-09-11,2025,-0.43038922155687775,-0.061484174508125364,119,timeout,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-09-12,2025,-7.000000000000008,-1.0,9,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-09-15,2025,-7.000000000000006,-1.0,6,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-09-16,2025,-7.0000000000000036,-1.0,4,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-09-17,2025,-7.000000000000016,-1.0,3,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-09-18,2025,-7.000000000000006,-1.0,3,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-09-19,2025,-2.6180502665651284,-0.37400718093787544,119,timeout,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-09-22,2025,21.000000000000032,3.0000000000000018,78,target,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-10-03,2025,-7.000000000000004,-1.0,115,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-10-06,2025,-7.000000000000004,-1.0,114,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-10-07,2025,-7.0000000000000115,-1.0,113,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-10-08,2025,-7.0000000000000115,-1.0,112,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-10-09,2025,-7.000000000000004,-1.0,104,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-10-10,2025,-7.000000000000016,-1.0,100,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-10-13,2025,-7.0000000000000115,-1.0,74,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-10-29,2025,-7.000000000000006,-1.0,63,stop,7.000000000000001,True,B_IB_at_M10,M10,0.6007133470996681,0.35045449567407094,0.0,11.0,1.71409799136474,0.6007133470996681,0.35045449567407094,1.0,ema10,-7.000000000000008,-1.0000000000000009
360ONE,S3,2025-10-30,2025,-7.000000000000011,-1.0,97,stop,7.000000000000001,True,B_IB_at_M10,M10,0.6007133470996681,0.35045449567407094,0.0,10.0,1.71409799136474,0.6007133470996681,0.35045449567407094,1.0,ema10,-7.000000000000008,-1.0000000000000009
360ONE,S3,2025-10-31,2025,-7.000000000000002,-1.0,91,stop,7.000000000000001,True,B_IB_at_M10,M10,0.6007133470996681,0.35045449567407094,0.0,9.0,1.71409799136474,0.6007133470996681,0.35045449567407094,1.0,ema10,-7.000000000000008,-1.0000000000000009
360ONE,S3,2025-11-03,2025,-7.0000000000000036,-1.0,95,stop,7.000000000000001,True,B_IB_at_M10,M10,0.6007133470996681,0.35045449567407094,0.0,8.0,1.71409799136474,0.6007133470996681,0.35045449567407094,1.0,ema10,-7.000000000000008,-1.0000000000000009
360ONE,S3,2025-11-04,2025,-7.000000000000011,-1.0,94,stop,7.000000000000001,True,B_IB_at_M10,M10,0.6007133470996681,0.35045449567407094,0.0,7.0,1.71409799136474,0.6007133470996681,0.35045449567407094,1.0,ema10,-7.000000000000008,-1.0000000000000009
360ONE,S3,2025-11-06,2025,-7.0000000000000115,-1.0,93,stop,7.000000000000001,True,B_IB_at_M10,M10,0.6007133470996681,0.35045449567407094,0.0,6.0,1.71409799136474,0.6007133470996681,0.35045449567407094,1.0,ema10,-7.000000000000008,-1.0000000000000009
360ONE,S3,2025-11-07,2025,-7.000000000000009,-1.0,92,stop,7.000000000000001,True,B_IB_at_M10,M10,0.6007133470996681,0.35045449567407094,0.0,5.0,1.71409799136474,0.6007133470996681,0.35045449567407094,1.0,ema10,-7.000000000000008,-1.0000000000000009
360ONE,S3,2025-11-10,2025,-7.000000000000009,-1.0,91,stop,7.000000000000001,True,B_IB_at_M10,M10,0.6007133470996681,0.35045449567407094,0.0,4.0,1.71409799136474,0.6007133470996681,0.35045449567407094,1.0,ema10,-7.000000000000008,-1.0000000000000009
360ONE,S3,2025-11-11,2025,-7.000000000000002,-1.0,85,stop,7.000000000000001,True,B_IB_at_M10,M10,0.6007133470996681,0.35045449567407094,0.0,3.0,1.71409799136474,0.6007133470996681,0.35045449567407094,1.0,ema10,-7.000000000000008,-1.0000000000000009
360ONE,S3,2025-11-12,2025,-7.000000000000008,-1.0,89,stop,7.000000000000001,True,B_IB_at_M10,M10,0.6007133470996681,0.35045449567407094,0.0,2.0,1.71409799136474,0.6007133470996681,0.35045449567407094,1.0,ema10,-7.000000000000008,-1.0000000000000009
360ONE,S3,2025-11-13,2025,-7.000000000000008,-1.0,88,stop,7.000000000000001,True,B_IB_at_M10,M10,0.6007133470996681,0.35045449567407094,0.0,1.0,1.71409799136474,0.6007133470996681,0.35045449567407094,1.0,ema10,-7.000000000000008,-1.0000000000000009
360ONE,S3,2025-11-14,2025,-7.000000000000006,-1.0,87,stop,7.000000000000001,True,B_IB_at_M10,M10,0.705357142857151,0.11916434120220352,0.0,7.0,5.919196428571435,0.705357142857151,0.11916434120220352,7.0,ema10,-7.000000000000008,-1.000000000000001
360ONE,S3,2025-11-17,2025,-7.0000000000000036,-1.0,86,stop,7.000000000000001,True,B_IB_at_M10,M10,0.705357142857151,0.11916434120220352,0.0,6.0,5.919196428571435,0.705357142857151,0.11916434120220352,7.0,ema10,-7.000000000000008,-1.000000000000001
360ONE,S3,2025-11-18,2025,-7.000000000000004,-1.0,50,stop,7.000000000000001,True,B_IB_at_M10,M10,0.705357142857151,0.11916434120220352,0.0,5.0,5.919196428571435,0.705357142857151,0.11916434120220352,7.0,ema10,-7.000000000000008,-1.000000000000001
360ONE,S3,2025-11-19,2025,-7.000000000000011,-1.0,49,stop,7.000000000000001,True,B_IB_at_M10,M10,0.705357142857151,0.11916434120220352,0.0,4.0,5.919196428571435,0.705357142857151,0.11916434120220352,7.0,ema10,-7.000000000000008,-1.000000000000001
360ONE,S3,2025-11-21,2025,-7.000000000000002,-1.0,47,stop,7.000000000000001,True,B_IB_at_M10,M10,0.705357142857151,0.11916434120220352,0.0,2.0,5.919196428571435,0.705357142857151,0.11916434120220352,7.0,ema10,-7.000000000000008,-1.000000000000001
360ONE,S3,2025-11-24,2025,-7.000000000000008,-1.0,46,stop,7.000000000000001,True,B_IB_at_M10,M10,0.705357142857151,0.11916434120220352,0.0,1.0,5.919196428571435,0.705357142857151,0.11916434120220352,7.0,ema10,-7.000000000000008,-1.000000000000001
360ONE,S3,2025-11-25,2025,-7.000000000000001,-1.0,45,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2025-12-03,2025,-6.9999999999999964,-1.0,39,stop,7.000000000000001,True,B_IB_at_M10,M10,-2.1106821106821028,-0.48234821227242597,0.0,13.0,4.375847275847285,-2.1106821106821028,-0.48234821227242597,13.0,ema10,-7.0000000000000036,-1.0000000000000004
360ONE,S3,2025-12-04,2025,-7.000000000000001,-1.0,38,stop,7.000000000000001,True,B_IB_at_M10,M10,-2.1106821106821028,-0.48234821227242597,0.0,12.0,4.375847275847285,-2.1106821106821028,-0.48234821227242597,13.0,ema10,-7.0000000000000036,-1.0000000000000004
360ONE,S3,2025-12-05,2025,-7.000000000000014,-1.0,37,stop,7.000000000000001,True,B_IB_at_M10,M10,-2.1106821106821028,-0.48234821227242597,0.0,11.0,4.375847275847285,-2.1106821106821028,-0.48234821227242597,13.0,ema10,-7.0000000000000036,-1.0000000000000004
360ONE,S3,2025-12-08,2025,-7.000000000000013,-1.0,36,stop,7.000000000000001,True,B_IB_at_M10,M10,-2.1106821106821028,-0.48234821227242597,0.0,10.0,4.375847275847285,-2.1106821106821028,-0.48234821227242597,13.0,ema10,-7.0000000000000036,-1.0000000000000004
360ONE,S3,2025-12-09,2025,-7.000000000000013,-1.0,35,stop,7.000000000000001,True,B_IB_at_M10,M10,-2.1106821106821028,-0.48234821227242597,0.0,9.0,4.375847275847285,-2.1106821106821028,-0.48234821227242597,13.0,ema10,-7.0000000000000036,-1.0000000000000004
360ONE,S3,2025-12-10,2025,-7.000000000000008,-1.0,34,stop,7.000000000000001,True,B_IB_at_M10,M10,-2.1106821106821028,-0.48234821227242597,0.0,8.0,4.375847275847285,-2.1106821106821028,-0.48234821227242597,13.0,ema10,-7.0000000000000036,-1.0000000000000004
360ONE,S3,2025-12-11,2025,-7.000000000000016,-1.0,33,stop,7.000000000000001,True,B_IB_at_M10,M10,-2.1106821106821028,-0.48234821227242597,0.0,7.0,4.375847275847285,-2.1106821106821028,-0.48234821227242597,13.0,ema10,-7.0000000000000036,-1.0000000000000004
360ONE,S3,2025-12-12,2025,-7.0000000000000115,-1.0,32,stop,7.000000000000001,True,B_IB_at_M10,M10,-2.1106821106821028,-0.48234821227242597,0.0,6.0,4.375847275847285,-2.1106821106821028,-0.48234821227242597,13.0,ema10,-7.0000000000000036,-1.0000000000000004
360ONE,S3,2025-12-15,2025,-6.9999999999999964,-1.0,31,stop,7.000000000000001,True,B_IB_at_M10,M10,-2.1106821106821028,-0.48234821227242597,0.0,5.0,4.375847275847285,-2.1106821106821028,-0.48234821227242597,13.0,ema10,-7.0000000000000036,-1.0000000000000004
360ONE,S3,2025-12-16,2025,-7.000000000000001,-1.0,30,stop,7.000000000000001,True,B_IB_at_M10,M10,-2.1106821106821028,-0.48234821227242597,0.0,4.0,4.375847275847285,-2.1106821106821028,-0.48234821227242597,13.0,ema10,-7.0000000000000036,-1.0000000000000004
360ONE,S3,2025-12-17,2025,-7.000000000000011,-1.0,29,stop,7.000000000000001,True,B_IB_at_M10,M10,-2.1106821106821028,-0.48234821227242597,0.0,3.0,4.375847275847285,-2.1106821106821028,-0.48234821227242597,13.0,ema10,-7.0000000000000036,-1.0000000000000004
360ONE,S3,2025-12-18,2025,-7.000000000000016,-1.0,28,stop,7.000000000000001,True,B_IB_at_M10,M10,-2.1106821106821028,-0.48234821227242597,0.0,2.0,4.375847275847285,-2.1106821106821028,-0.48234821227242597,13.0,ema10,-7.0000000000000036,-1.0000000000000004
360ONE,S3,2025-12-19,2025,-7.0000000000000036,-1.0,27,stop,7.000000000000001,True,B_IB_at_M10,M10,-2.1106821106821028,-0.48234821227242597,0.0,1.0,4.375847275847285,-2.1106821106821028,-0.48234821227242597,13.0,ema10,-7.0000000000000036,-1.0000000000000004
360ONE,S3,2025-12-22,2025,-7.0000000000000036,-1.0,19,stop,7.000000000000001,True,B_IB_at_M10,M10,-3.4681693192233958,-1.0,0.0,8.0,3.4681693192233958,-3.4681693192233958,-1.0,5.0,stop,-7.000000000000006,-1.0000000000000007
360ONE,S3,2025-12-29,2025,-7.0000000000000036,-1.0,15,stop,7.000000000000001,True,B_IB_at_M10,M10,-3.4681693192233958,-1.0,0.0,4.0,3.4681693192233958,-3.4681693192233958,-1.0,5.0,stop,-7.000000000000006,-1.0000000000000007
360ONE,S3,2026-01-01,2026,-7.000000000000006,-1.0,12,stop,7.000000000000001,True,B_IB_at_M10,M10,-3.4681693192233958,-1.0,0.0,1.0,3.4681693192233958,-3.4681693192233958,-1.0,5.0,stop,-7.000000000000006,-1.0000000000000007
360ONE,S3,2026-01-06,2026,-7.000000000000013,-1.0,9,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-01-07,2026,-7.000000000000009,-1.0,8,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-01-08,2026,-7.000000000000004,-1.0,14,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-01-09,2026,-6.999999999999999,-1.0,13,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-01-12,2026,-7.000000000000002,-1.0,12,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-01-13,2026,-7.000000000000016,-1.0,11,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-01-14,2026,-7.000000000000014,-1.0,3,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-01-19,2026,-7.000000000000011,-1.0,8,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-01-20,2026,-7.000000000000004,-1.0,35,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-01-22,2026,-7.000000000000009,-1.0,5,stop,7.000000000000001,True,B_IB_at_M10,M10,-1.5379238028661426,-0.3673554581507015,0.0,15.0,4.186473261097525,-1.5379238028661426,-0.3673554581507015,1.0,ema10,-7.000000000000014,-1.000000000000002
360ONE,S3,2026-01-23,2026,-7.000000000000004,-1.0,4,stop,7.000000000000001,True,B_IB_at_M10,M10,-1.5379238028661426,-0.3673554581507015,0.0,14.0,4.186473261097525,-1.5379238028661426,-0.3673554581507015,1.0,ema10,-7.000000000000014,-1.000000000000002
360ONE,S3,2026-01-27,2026,-7.000000000000011,-1.0,3,stop,7.000000000000001,True,B_IB_at_M10,M10,-1.5379238028661426,-0.3673554581507015,0.0,13.0,4.186473261097525,-1.5379238028661426,-0.3673554581507015,1.0,ema10,-7.000000000000014,-1.000000000000002
360ONE,S3,2026-01-28,2026,-7.000000000000008,-1.0,2,stop,7.000000000000001,True,B_IB_at_M10,M10,-1.5379238028661426,-0.3673554581507015,0.0,12.0,4.186473261097525,-1.5379238028661426,-0.3673554581507015,1.0,ema10,-7.000000000000014,-1.000000000000002
360ONE,S3,2026-01-29,2026,-7.000000000000006,-1.0,1,stop,7.000000000000001,True,B_IB_at_M10,M10,-1.5379238028661426,-0.3673554581507015,0.0,11.0,4.186473261097525,-1.5379238028661426,-0.3673554581507015,1.0,ema10,-7.000000000000014,-1.000000000000002
360ONE,S3,2026-01-30,2026,-6.999999999999998,-1.0,25,stop,7.000000000000001,True,B_IB_at_M10,M10,-1.5379238028661426,-0.3673554581507015,0.0,10.0,4.186473261097525,-1.5379238028661426,-0.3673554581507015,1.0,ema10,-7.000000000000014,-1.000000000000002
360ONE,S3,2026-02-01,2026,-7.0000000000000115,-1.0,24,stop,7.000000000000001,True,B_IB_at_M10,M10,-1.5379238028661426,-0.3673554581507015,0.0,9.0,4.186473261097525,-1.5379238028661426,-0.3673554581507015,1.0,ema10,-7.000000000000014,-1.000000000000002
360ONE,S3,2026-02-02,2026,-6.999999999999998,-1.0,13,stop,7.000000000000001,True,B_IB_at_M10,M10,-1.5379238028661426,-0.3673554581507015,0.0,8.0,4.186473261097525,-1.5379238028661426,-0.3673554581507015,1.0,ema10,-7.000000000000014,-1.000000000000002
360ONE,S3,2026-02-03,2026,-6.9999999999999964,-1.0,12,stop,7.000000000000001,True,B_IB_at_M10,M10,-1.5379238028661426,-0.3673554581507015,0.0,7.0,4.186473261097525,-1.5379238028661426,-0.3673554581507015,1.0,ema10,-7.000000000000014,-1.000000000000002
360ONE,S3,2026-02-04,2026,-6.999999999999999,-1.0,17,stop,7.000000000000001,True,B_IB_at_M10,M10,-1.5379238028661426,-0.3673554581507015,0.0,6.0,4.186473261097525,-1.5379238028661426,-0.3673554581507015,1.0,ema10,-7.000000000000014,-1.000000000000002
360ONE,S3,2026-02-05,2026,-7.000000000000016,-1.0,20,stop,7.000000000000001,True,B_IB_at_M10,M10,-1.5379238028661426,-0.3673554581507015,0.0,5.0,4.186473261097525,-1.5379238028661426,-0.3673554581507015,1.0,ema10,-7.000000000000014,-1.000000000000002
360ONE,S3,2026-02-06,2026,-7.0000000000000036,-1.0,15,stop,7.000000000000001,True,B_IB_at_M10,M10,-1.5379238028661426,-0.3673554581507015,0.0,4.0,4.186473261097525,-1.5379238028661426,-0.3673554581507015,1.0,ema10,-7.000000000000014,-1.000000000000002
360ONE,S3,2026-02-09,2026,-7.000000000000013,-1.0,14,stop,7.000000000000001,True,B_IB_at_M10,M10,-1.5379238028661426,-0.3673554581507015,0.0,3.0,4.186473261097525,-1.5379238028661426,-0.3673554581507015,1.0,ema10,-7.000000000000014,-1.000000000000002
360ONE,S3,2026-02-10,2026,-7.000000000000009,-1.0,13,stop,7.000000000000001,True,B_IB_at_M10,M10,-1.5379238028661426,-0.3673554581507015,0.0,2.0,4.186473261097525,-1.5379238028661426,-0.3673554581507015,1.0,ema10,-7.000000000000014,-1.000000000000002
360ONE,S3,2026-02-11,2026,-7.000000000000014,-1.0,12,stop,7.000000000000001,True,B_IB_at_M10,M10,-1.5379238028661426,-0.3673554581507015,0.0,1.0,4.186473261097525,-1.5379238028661426,-0.3673554581507015,1.0,ema10,-7.000000000000014,-1.000000000000002
360ONE,S3,2026-02-12,2026,-6.999999999999998,-1.0,12,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-02-13,2026,-7.000000000000006,-1.0,11,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-02-16,2026,-6.999999999999999,-1.0,10,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-02-17,2026,-6.999999999999999,-1.0,8,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-02-18,2026,-7.000000000000004,-1.0,11,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-02-19,2026,-7.0000000000000036,-1.0,10,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-02-23,2026,-7.000000000000009,-1.0,8,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-02-24,2026,-7.000000000000011,-1.0,3,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-02-25,2026,-6.999999999999999,-1.0,2,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-02-26,2026,-6.9999999999999964,-1.0,5,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-02-27,2026,-7.0000000000000036,-1.0,14,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-05-06,2026,-6.9999999999999964,-1.0,24,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-05-14,2026,-1.8924849149753196,-0.27035498785361695,87,timeout,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-05-15,2026,-2.8780885147977355,-0.41115550211396185,86,timeout,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-05-18,2026,-2.3033503277494702,-0.32905004682135275,85,timeout,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-05-19,2026,-3.097345132743379,-0.4424778761061969,84,timeout,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-05-20,2026,-7.000000000000002,-1.0,14,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-05-21,2026,-7.000000000000014,-1.0,13,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-05-22,2026,-7.000000000000006,-1.0,5,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-05-27,2026,-2.842915346310556,-0.4061307637586506,78,timeout,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-05-29,2026,-0.5283648498331522,-0.07548069283330737,77,timeout,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-06-02,2026,0.055944055944047465,0.007992007992006776,75,timeout,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-06-12,2026,-7.000000000000016,-1.0,65,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-06-23,2026,-2.4365851441040256,-0.3480835920148606,60,timeout,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-06-24,2026,-1.1332227750138364,-0.16188896785911935,59,timeout,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-06-29,2026,-0.13958682300390843,-0.01994097471484404,57,timeout,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-07-03,2026,-7.0000000000000115,-1.0,50,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-07-06,2026,-7.000000000000006,-1.0,7,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-07-08,2026,-2.4631885111797978,-0.35188407302568486,50,timeout,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-07-09,2026,-6.999999999999998,-1.0,47,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-07-10,2026,-6.999999999999999,-1.0,47,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-07-13,2026,-2.338915180196582,-0.33413074002808296,47,timeout,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-07-14,2026,-2.321135991261606,-0.3315908558945149,46,timeout,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-07-15,2026,-0.7583464348469477,-0.10833520497813534,45,timeout,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-07-17,2026,-7.000000000000002,-1.0,41,stop,7.000000000000001,False,,,,,,,,,,,,,
360ONE,S3,2026-07-20,2026,-7.0000000000000115,-1.0,41,stop,7.000000000000001,True,A_cross_then_IB,M10,-3.1921085937086295,-1.33217371787678,1.0,16.0,1.94820205479453,-1.94820205479453,-1.0,1.0,stop,-6.999999999999999,-0.9999999999999998
360ONE,S3,2026-07-21,2026,-1.8745427944403807,-0.2677918277771971,41,timeout,7.000000000000001,True,A_cross_then_IB,M10,-3.1921085937086295,-1.33217371787678,1.0,15.0,1.94820205479453,-1.94820205479453,-1.0,1.0,stop,-6.999999999999999,-0.9999999999999998
360ONE,S3,2026-07-22,2026,-0.932422451994104,-0.13320320742772904,40,timeout,7.000000000000001,True,A_cross_then_IB,M10,-3.1921085937086295,-1.33217371787678,1.0,14.0,1.94820205479453,-1.94820205479453,-1.0,1.0,stop,-6.999999999999999,-0.9999999999999998
360ONE,S3,2026-07-24,2026,-6.999999999999999,-1.0,35,stop,7.000000000000001,True,A_cross_then_IB,M10,-3.1921085937086295,-1.33217371787678,1.0,12.0,1.94820205479453,-1.94820205479453,-1.0,1.0,stop,-6.999999999999999,-0.9999999999999998
360ONE,S3,2026-07-27,2026,-6.999999999999999,-1.0,35,stop,7.000000000000001,True,A_cross_then_IB,M10,-3.1921085937086295,-1.33217371787678,1.0,11.0,1.94820205479453,-1.94820205479453,-1.0,1.0,stop,-6.999999999999999,-0.9999999999999998
